train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.07323020340269178,0.015044421075889077,0.555023094285165,0.5427280123179519,0.6572292325178497,0.5136071597984572
0.008726615672154972,0.009726523508539149,0.6856251127328953,0.6733300307656822,0.6955941248414121,0.6867863694568486
0.006080463407367158,0.008842763732632118,0.6831876288671963,0.6749909075557209,0.8296931639435838,0.6068065038836393
0.004796108305059841,0.009725122015372675,0.6826605289014148,0.666267086278464,0.7942346019334481,0.611147646349473
0.004040834939955286,0.008770497489079345,0.7010235494521798,0.6928268281407044,0.7773320508479583,0.6679300966397783
0.003506540962469623,0.008697517083091357,0.7349964720740929,0.7267997507626176,0.7984745021848405,0.708763784616823
0.00306177277837532,0.009039050546502427,0.7492138436369475,0.7328204010139967,0.8011116450499804,0.716446839669933
0.002565242267183386,0.009784776326431129,0.6968522368964633,0.6927538762407255,0.7945198893058495,0.651183158333879
0.0025531319229851815,0.010163850022316361,0.7416255651194541,0.729330483152241,0.7641039006106678,0.7348076239930558
0.002117192393861494,0.010726512721613872,0.7161719519568638,0.7079752306453884,0.8177276040564795,0.6629332799682027
0.0021217509741345664,0.010520188740824256,0.7477882255296238,0.7272964222509353,0.7909702362156794,0.7098235029910431
0.0019032767172774202,0.011913637416895296,0.7004426214843988,0.6922459001729234,0.6776107377754371,0.7513864514280538
0.0020048203139127817,0.010538299959587109,0.6784753028692708,0.6784750329384001,0.8099408031071033,0.6150087679766851
0.0018370974803946524,0.010183582414781279,0.7436391791428028,0.7354424578313273,0.8108806221471092,0.7077888204223767
0.0014996472331120934,0.012807769210987734,0.7317535017510174,0.7153600591280665,0.8032942862616332,0.686224350843151
