train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.07979652098166283,0.0204574420292419,0.6001734957404312,0.5919767744289558,0.692992338025179,0.5668184414780775
0.012203868317908907,0.01127369411396565,0.6787270224637917,0.674628661808054,0.7304141279309988,0.676531906071745
0.0072934048241093405,0.01057765172311624,0.6906776798308872,0.68657991204594,0.7658768159444215,0.6599878318852088
0.005544781998179018,0.009282174970111122,0.7215439110200424,0.713347189708567,0.6864434196690067,0.7863571513444185
0.0043121012308777315,0.010635321232973078,0.7564568939527161,0.7400634513297653,0.7612322108957489,0.7513008706126606
0.003517875769959643,0.008292619581954538,0.764670582350771,0.7441787790720824,0.7880660315334308,0.737136950762179
0.002953335457993385,0.009675481172992283,0.7229406551503744,0.7229406551503744,0.796016739650828,0.7031955883273335
0.00269484527455118,0.009320822727964756,0.7667016087130445,0.7667017521061859,0.8067502628584378,0.7619077231063217
0.0022814519681381424,0.009481626973448313,0.7373177335276956,0.7373177335276956,0.8009885540690089,0.7137182381187306
0.002294737693053003,0.012017156803177968,0.676945018833007,0.6564532155543185,0.7859778937074493,0.606168277179975
