train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.11297425461291778,0.02628133331089601,0.01639344262295082,0.0,0.0,0.0
0.01554288826132183,0.013561598385959009,0.6005172373452148,0.6005172373452148,0.7256964101593514,0.5522608392429157
0.008599164238889177,0.010042284261320764,0.6827014975982612,0.6786031369425234,0.7266813601504584,0.6745528549749832
0.006819219870462281,0.011567674701046733,0.5768556622559297,0.5604622196329788,0.7699865882025391,0.48310122906123515
0.005649660996659507,0.009743432127670232,0.6688773744113621,0.6606806530998867,0.7559796994948973,0.6243617279974164
0.004743345344535844,0.01055467491167918,0.6603930406730438,0.6562939889454207,0.7967588052031447,0.6006237296807412
0.004653057290236033,0.009042904717746558,0.7106752913506305,0.6983802093834174,0.7932838086099898,0.6663559208333981
0.004382115528970331,0.009019734379196096,0.6856769076014151,0.6856769076014151,0.7914687011116108,0.6474643198269434
0.0037854503016354953,0.009501003661573689,0.6970107884558497,0.6929124278001121,0.7799592580890558,0.6555226217405717
0.0031675851883757457,0.012694669371546192,0.6686529301442816,0.6481611268655931,0.780624613287996,0.602444536976333
