train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.09511276201060032,0.024682974469557892,0.39643060169507155,0.3800371590721207,0.7939826679706085,0.28310111992168013
0.012791122405285963,0.01269263169751121,0.6065404283466794,0.5819489333232803,0.7563057772235059,0.5263102125284858
0.007737444422514396,0.009923238017153545,0.6937673335101028,0.6896689728543651,0.770366330860091,0.6733280670691709
0.0056021877553675305,0.008523306531209468,0.712281029915712,0.6917890265706133,0.7749561748360513,0.6599460490292213
0.004672889553740127,0.009539717337098469,0.6807662287543788,0.6602744254756903,0.8295659292183939,0.5818509395829723
0.003771424106967284,0.009644416595530529,0.7182749711648851,0.6854885774130215,0.7935073601967487,0.6386859186421163
0.0034474925705382177,0.009221113558806627,0.7500506726811167,0.7336572300581659,0.8084706988368855,0.7080984801725775
0.0032379380778574623,0.010677743295673281,0.7241848171535941,0.7159880958421186,0.7591144734550818,0.7271560502227121
0.002709970151681276,0.010090852998354287,0.6855604354231084,0.6691669928001576,0.8059562016889209,0.6152342360344578
0.0022412903380839956,0.010302150463996709,0.6889753991463146,0.6807786778348391,0.8275836715016698,0.6138057682174639
0.0020133454714457,0.009886778739245693,0.7397015105444388,0.7315047892329635,0.7744781655549514,0.7286439987021636
0.0019370639361834356,0.009596760676313501,0.7519505753116987,0.7478522146559611,0.7590421144602454,0.7778277348681185
0.0016677307203579283,0.010448600142316552,0.7144445102722918,0.7021491710768372,0.8024175098684968,0.6560664934823748
0.001673306851943544,0.011335395317339552,0.7465361197647012,0.7383393984532258,0.7989650212350439,0.7246590674412056
0.0016049481164000247,0.012139150015694914,0.7434019377668861,0.7434019377668861,0.8152997895739362,0.7191284118739308
