train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.29412121328784796,0.13066228863890053,0.01838006330253251,0.0101833419910571,0.04378126234915413,0.006420696904256818
0.08705922207016437,0.06682419190641309,0.033337320476750365,0.004648795886586428,0.04042546861980599,0.0025294302989200108
0.048208043829135884,0.04273504730252946,0.02104990128556564,0.0005580980068771169,0.06878185673754235,0.00028103573909067533
0.030491261328239747,0.030089969804021913,0.16658471315501822,0.141994549220592,0.4298604109522993,0.09929721967005133
0.02027496022345305,0.021638467839201453,0.37070124521021364,0.37070084830648725,0.653485139011268,0.29711502827832775
0.014407951372059805,0.017216492486262662,0.4986376945753811,0.4945393339196434,0.6411456019373336,0.44666563875622073
0.010895676615703953,0.015491853259145053,0.5112434019082699,0.4948499592853191,0.7143332139497287,0.4248957640976172
0.008395794405324558,0.013599939397192697,0.5686001785130042,0.5604035565018898,0.6621102473897035,0.5379466556211109
0.006661490463273844,0.01338235956719756,0.5701669789621698,0.5701669789621698,0.6975834737531841,0.5369797404321124
0.00547873111243889,0.01368595120071464,0.5270641567796225,0.5147690748124093,0.753023169446187,0.4307278753105612
