train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.08542950298459287,0.017529792299494147,0.008847949518589302,0.0008479495185893029,0.3021306367069483,0.00042537281358090694
0.01125514939914035,0.011362582731992006,0.00831457422033418,0.0003145742203341797,0.15193333330750466,0.00015768375259358436
0.0076113654347198375,0.010173451958457008,0.012,0.0,0.0,0.0
0.006325146670880004,0.009086322672665119,0.004000962927297224,9.629272972233594e-07,0.004,4.81521594338119e-07
0.005723624036467353,0.009006092776777223,0.024002152340719476,2.1523407194763422e-06,0.008,1.076315646059811e-06
0.005169573454169337,0.009456940028409008,0.020271582244342425,0.0002715822443424258,0.1,0.00013638476101914421
0.0048832767069449685,0.009651174711761997,0.013007802995998645,0.0010078029959986452,0.48368965202569963,0.0005062883387145121
0.00469977649443135,0.00920042002212722,0.721944486381486,0.7139444863814861,0.8419503118973225,0.6479623169992119
0.004281978434974539,0.009148272878781427,0.7564554874897003,0.7524554874897004,0.8116125272512436,0.7317301976084709
0.004043435924757128,0.009275611362216296,0.7571821949481964,0.7531821949481964,0.8117892755270004,0.7350240845382213
0.003992804809784874,0.00945100901175465,0.7256794879436493,0.7176794879436493,0.8025612618625164,0.6846013859510421
0.0038009153511965373,0.010050968420051504,0.7280734370350838,0.7240734370350838,0.8319106192290783,0.6803241612240672
0.0036764036438118918,0.008448866073202225,0.7776449731588364,0.7736449731588364,0.7527986606359481,0.8266033514738083
0.0035124280796478475,0.00945815818477422,0.7676489785909653,0.7676489785909653,0.8015219435095787,0.7645889744758606
0.0033105221494318764,0.009832980115548708,0.7387767498493194,0.7267767498493195,0.7692993790507316,0.7255663527846337
