train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.09217983625404484,0.020892104180921026,0.0,0.0,0.0,0.0
0.012424378267615468,0.009850938362265084,0.6814409126253689,0.6814409126253689,0.8112867552192271,0.6000835702699774
0.007377763139415807,0.008268088961270553,0.7039631031641439,0.7039631031641439,0.8558239576195469,0.6096195538504785
0.005790289982516239,0.007108838819828229,0.7488776212479887,0.7488776212479887,0.7695895865434358,0.744575487966297
0.004707738419777919,0.00671549463456794,0.7436041361143609,0.7436041361143609,0.8633751263137625,0.6631572198967973
0.004175053158390055,0.006187013231076989,0.7810746000594452,0.7810746000594452,0.827344455137974,0.7514353532250188
0.00360921320185782,0.007355925231827658,0.7377263758362842,0.7377263758362842,0.6695290328073902,0.8388056264204138
0.003861801580038152,0.006381408925786489,0.7720978728362492,0.7720978728362492,0.7537113315417987,0.8015626716513594
0.003121003987916885,0.008428105697067095,0.7213382282677818,0.7213382282677818,0.8658338018826076,0.6335306893877622
0.00277485965117602,0.007325281042746511,0.7478308880529484,0.7478308880529484,0.8300675221351015,0.6937138866476652
0.00291928834528795,0.007243925164563253,0.7333698412951302,0.7333698412951302,0.8456380562622006,0.660240486139009
0.002239024422904078,0.007573026544003583,0.7629528386252267,0.7629528386252267,0.8166976210449924,0.7278667614490044
0.0026352066513357767,0.0074312695426310745,0.7571703293243376,0.7571703293243376,0.8521163150542924,0.6936612820424953
0.0018661370919298406,0.008442534695324652,0.710235337374591,0.710235337374591,0.8074252342476564,0.6468888989516667
0.0019193905970978167,0.008557087465917238,0.7277728163895487,0.7277728163895487,0.8517784994690358,0.648990011140078
