train_loss_epochs,val_loss_epochs,val_dice_epochs,validation_f1_epochs,validation_precision_epochs,validation_recall_epochs
0.17964268710891731,0.08497732291456128,0.02374470229599373,0.00735125967304291,0.04790438137582091,0.0043081115243277035
0.057065753708975236,0.04438363566811456,0.08840860485563963,0.07611352288842652,0.31862428943534976,0.049397534558264566
0.030622599277482496,0.026956427262210456,0.5343391402227591,0.5138473369440705,0.7154717168419577,0.4509156248761249
0.018351887348947712,0.01889762917121292,0.6007280681352895,0.592531346823814,0.729031507175828,0.5491800841175928
0.012023295676641043,0.014693120725407098,0.6187875445180221,0.6146891838622844,0.7751993098464168,0.5538187226818275
0.008235682954736909,0.013176216194253475,0.6626145086922973,0.6503194267250841,0.7381051841848454,0.6290968494016493
0.005818716368683782,0.013837493685089419,0.5609187006217534,0.552721979310278,0.7976522380638806,0.46797369918251625
0.004527449219957086,0.012350444479169874,0.6349895635551055,0.6349895635551055,0.793671063597879,0.5835290334939377
0.003281022522845331,0.012893025271430398,0.6417741527920208,0.6335774314805453,0.7905654421717417,0.5705220785376531
0.0026065013932014556,0.012794591610741679,0.6644338205701015,0.656237099258626,0.7935269854840685,0.598706471840622
0.0021253818526954385,0.012372583549013591,0.6666066416951476,0.6584099203836723,0.7864870080327402,0.6067796872745528
0.0018628701830299983,0.012921631582521215,0.6653232352166879,0.6571265139052125,0.7832317617950869,0.6167564167809046
0.0015991763141810324,0.014075196792262313,0.6856551509442144,0.6733600689770013,0.8070853110097471,0.618464171340628
0.0014251709132319472,0.0130748418104915,0.6733092868330385,0.6610142048658253,0.7858684846795485,0.6180163049205878
0.0012110152967152365,0.014246113486821785,0.6859498094217699,0.6613596454873437,0.7974285130373767,0.6064063626356789
